,country,comments,ratingbadge,ratingscore,checkin,typetripnights
115,sg,"Located in the middle of town, great place to start first trip to Yogyakarta with its 100 years history. Just like a smaller version of Raffles Hotel in Singapore.

Only beef is that I was unable to get points for my Le Accor membership card. They tell me that booking via Expedia does not allow me to do so.",Bagus Sekali,"4,0",3 Jan 2018,Perjalanan 6 malam
116,gb,"This hotel was heaven on earth! Service with a smile, clean cool rooms, fantastic breakfast buffet with loads of options, and it is easy to plan and book activities in and around Yogyakarta.",Sempurna,"8,0",3 Jan 2018,Liburan romantis 5 malam
117,ca,Great hotel and staff were exceptional in efforts to make your requests.  My only issues was with the buffet dinner.  I thought the food quality was substandard relative to the other meals.  I was expecting better.,Sempurna,"10,0",6 Jan 2018,Perjalanan 3 malam
118,us,Spent 2 days to tour Prambanan and Borobudur. The hotel was well keep. Pool was nice. No drainage in the shower so we shower quickly due to water accumulation. Staff not as attentive as other hotels we stayed in Indonesia.,Sempurna,"10,0",31 Des 2017,Perjalanan 2 malam
119,us,"Really enjoyed our one night stay.  This location is 20-30 minutes from the airport but once there, a nice old world, welcoming, classy environment.  Restaurant was excellent, and the travel staff very helpful with arranging a driver to the temples, at the last minute.   Room was nice as well...",Sempurna,"10,0",3 Jan 2018,Perjalanan 1 malam
120,us,"The good: beautiful hotel, large, clean, and modern rooms, good food. Needs improvement: clogged drain, constantly running toilet, inconsistent service. Overall a bit overpriced for what you get. Not a five star hotel.",Bagus,"10,0",25 Des 2017,Jalan-jalan keluarga 4 malam
121,us,You may think of the hotel as the picture in expedia which is misleading. When you book the cheapest rooms in offer they don't have the nice view of the picture.,Bagus Sekali,"6,0",20 Des 2017,Perjalanan 2 malam
122,gb,"Good location, safe place, nice staff, wide space... but I did not swiming in the pool.",Bagus Sekali,"8,0",8 Des 2017,Perjalanan 5 malam
123,gb,Excellent and comfort Locate near central point not far from malioboro,Sempurna,"8,0",8 Des 2017,Perjalanan 5 malam
124,us,"Great location and facilities. The building is very nice. Staff is very helpful. However, food is quite limit.",Sempurna,"10,0",9 Des 2017,Perjalanan 3 malam
125,sg,Staffs are nice. Good location. Swimming pool view would be better choice.,Bagus Sekali,"10,0",2 Des 2017,Perjalanan 4 malam
126,us,"Great hotel, nice swimming pool, friendly staff , nice room",Sempurna,"8,0",6 Des 2017,Perjalanan 1 malam
127,sg,"staff speak good English and well mannered. the rooms are all clean . the staff walk around asking if we need anything in the evenings and if our rooms were cleaned.
 
Was an enjoyable stay.",Bagus Sekali,"10,0",23 Nov 2017,Perjalanan 6 malam
128,sg,A great and amazing experience for my family and i. Staffs - friendly and helpful. Breafast - delicious! Hotel - great architecture,Sempurna,"8,0",22 Nov 2017,Jalan-jalan keluarga 4 malam
129,gb,"This was a truest terrible stay unfortunately. The were bugs in the room (still there after I comlained), staff sent me to places in town that were shut (despite me asking them to make sure the shops I needed were open), the drinks eye-wateringly overpriced, and the key cards almost always don’t work.",Biasa,"10,0",10 Nov 2017,Liburan romantis 1 malam
130,gb,We had four enjoyable nights at the hotel.  Able to see the city sites and do two day trips to the big temples. Staff at Front desk and at breakfast were friendly and helpful. Just a bit of a long walk to our room. We liked the heritage aspect of the hotel.,Bagus Sekali,"4,0",7 Nov 2017,Liburan romantis 4 malam
131,gb,"The hotel is a disgrace for a 5 star establishment. Bugs in the room (not dealt with when reported), incompetent staff, rip off drinks, and a broken door. Other than words, nothing done to ameliorate what was a shambles",Buruk,"8,0",11 Nov 2017,Perjalanan 1 malam
132,ie,Nice historic hotel. Good location. Great breakfast.,Sempurna,"2,0",27 Okt 2017,Jalan-jalan keluarga 6 malam
133,sg,It is a decent hotel with good environment. The room is spacious and clean,Sempurna,"10,0",18 Okt 2017,Liburan bersama teman 3 malam
134,sg,Room was facing mosque. Awake every morning by prayer from loud speakers facing hotel direction.,Bagus Sekali,"10,0",15 Okt 2017,Jalan-jalan keluarga 3 malam
135,us,"This hotel did have its charm. Very good room amenities (bathroom stuff, snacks). The bedroom was not cleaned well, though. Also the call to prayer might disturb some even with the provided earplugs. I thought the buffet breakfast was extremely expensive for Jogja, but excellent in offerings.Take advantage of 50% off cocktails 5-7.",Bagus,"8,0",15 Okt 2017,Perjalanan 4 malam
136,as,"Handsome rooms, excellent service, a bit pricy for Yogyakarta but well worth the premium. Colonial era ambiance in well preserved and maintained building.",Sempurna,"6,0",29 Sep 2017,Jalan-jalan keluarga 2 malam
137,gb,"Impressive hotel and grounds, photos don't quite do justice. Lots of other nice details and artefacts around the hotel. Surprisingly quiet. Pool area is real highlight. Constant maintenance going on - cleaning, touching up paint so very clean and tidy as a result. Rooms very clean but not lacking character. A few English speaking staff. But all polite and helpful. Good spa. We also used on site travel agent to book our excursions. Prices seemed competitive vs side of road venues and vehicles were in fine condition. Only comments would be some gym equipment is a bit worn out - seats loose on machines. Food on pricey side, so are elsewhere but buffet looked good. Central location so plenty of options for all budgets.",Sempurna,"10,0",12 Sep 2017,Perjalanan 4 malam
138,ca,The staff is lovely and the hotel is in a convenientt location. We thoroughly enjoyed our stay.,Sempurna,"10,0",5 Agt 2017,Liburan romantis 4 malam
139,gb,Unexpected language barriers with all hotel staff led to difficulities throughout the trip,Bagus Sekali,"10,0",21 Jul 2017,Perjalanan 8 malam
140,us,"great if you want a hotel in the city.  Quiet rooms, but dark.  Was a house in the 19th century.  Great dining open air area, with great breakfast buffet.  Reception was a little slow.  For handicapped people, the staff was needed to assist in getting in from the side entrance and to go up an incline to the room.  Walls very thin, you can hear activity next door.  Handicapped room is on first floor, smoking floor, but good thing there  was hardly any smoker.  Staff was great in assisting.",Bagus,"8,0",5 Jul 2017,Perjalanan 3 malam
141,au,"Very nice staff, unique room decorations, breakfast was good, good location.  Overall very pleased",Bagus Sekali,"6,0",5 Jul 2017,Perjalanan 1 malam
142,au,Lovely old building but nothing exceptional about the rooms. Breakfast is fabulous though!,Bagus Sekali,"8,0",6 Jul 2017,Perjalanan 3 malam
143,sg,"Friendly smiles on all the staff faces, great food at the hotel's restaurant, easily accessible to other attractions in central Yogyakarta. i will definitely recommend this hotel to all my friends who are coming to Yogyakarta for holidays.",Bagus Sekali,"8,0",11 Jun 2017,Liburan bersama teman 3 malam
144,kr,"일단 룸은 좋고,조식은 쏘쏘였으나 식당 분위기는 좋았어요
근데 어메니티를 비롯한 다른것들은 정말 비추입니다
3박 했는데 욕실청소를 한번도 안했어요. 첫날 있던 샴푸껍질과 머리카락이 마지막날까지...(호텔 정책이 원래 그런건가요?)
금연방으로 했는데, 계속 담배냄새가 들어와서 넘 힘들었습니다",Biasa,"8,0",2 Mar 2020,Jalan-jalan keluarga 3 malam
145,fr,"Très propre et très accueillant. Les services sont excellents, l'hôtel est très beau.",Sempurna,"4,0",8 Feb 2020,Liburan romantis 4 malam
146,tw,不管是服務員還是接待員都很友好，服務也很周到、親切，很滿意這次住宿！,Sempurna,"10,0",3 Feb 2020,Perjalanan 1 malam
147,nl,"Top class exquisitely beautiful hotel in grand style, elegant, kind, very attentive staff, delicious food",Sempurna,"10,0",6 Jan 2020,Perjalanan 5 malam
148,jp,施設は古めだが、清潔感がある。フロント、従業員の笑顔の対応は非常に良かった。時間が無くて、プールを使用できなかったのが残念です。,Sempurna,"10,0",1 Jan 2020,Jalan-jalan keluarga 2 malam
149,nl,geweldig oud nederlands hotel zelfs de koloniale sfeer is nog herkenbaar. Eten echt geweldig evenals de aankleding van het hotel en een fraais zwembad.,Sempurna,"10,0",22 Des 2019,Liburan bersama teman 3 malam
150,jp,"２泊しました。部屋は快適でしたが、道路から２つ目の部屋だったため、音に敏感な方は夜眠りにくいかもしれません。
朝食はすばらしかったです。衛生面では、カバーがしっかりかけられており、ハエがたかることを防いでいます。オムレツ、野菜炒め、ジュースをこちらの希望どおりに作ってくれます。
プールは、落ち着いて日光浴をしながら読書をするのにいい雰囲気です。ジムは、よく整備されていましたが、マシンが古いかな。",Sempurna,"8,6",28 Des 2019,Jalan-jalan keluarga 1 malam
151,jp,歴史を感じさせる風情のある施設です。スタッフの対応は丁寧です。アメニティ類は少し質が貧弱。設備は古め、例えばシャワー温度も不安定ですね。一番気にになったのはプールで遊ぶ子供の声がうるさく、建物の構造上　声が響き、リラックス出来なかったことです。,Bagus,"10,0",20 Des 2019,Liburan romantis 5 malam
152,jp,旧 ヤマトホテル。アンティークな作りの建物。特に朝食が美味しく、ガムランの演奏を聴きながら落ち着いて食べることができる。ホテルスタッフのホスピタリティもとても素晴らしい。,Sempurna,"6,0",22 Nov 2019,Liburan romantis 3 malam
153,nl,"Het is een verrukkelijk hotel waar je je echt “gast” voelt. Zo korrekt en een stijl, die we in Europa haast niet meer kennen! Heerlijk tot rust gekomen in alle hektiek buiten",Sempurna,"10,0",18 Nov 2019,Perjalanan 6 malam
154,jp,たいたい質問に対して、親切に対応してくれた。,Bagus Sekali,"10,0",13 Nov 2019,Jalan-jalan keluarga 1 malam
155,de,Sehr authentisch.   Rezeption sehr hilfreich mit Balletreservierung.  Tolles Street Food in der Nähe: Gudeg Mercon Bu Tinah.   Öffnet 21:30.  Long lines.,Sempurna,"8,0",14 Nov 2019,Liburan bersama teman 2 malam
156,mx,"La instalaciones muy bonitas y agradables, pero sobré todo la atención del personal",Sempurna,"10,0",12 Nov 2019,Perjalanan 1 malam
157,de,Geschmackvoll mit Antik Möbeln und anderen Gegenständen eingerichtet.,Sempurna,"10,0",29 Okt 2019,Jalan-jalan keluarga 2 malam
158,jp,伝統的感じがして品がある感じがした。,Sempurna,"10,0",19 Sep 2019,Perjalanan 2 malam
159,fr,"Très bel hôtel dans un style coloniale et moderne. 
Accueil, personnel et service Excellents
Très bon petit déjeuner.",Sempurna,"10,0",8 Sep 2019,Perjalanan 1 malam
160,jp,築100年を超すコロニアルスタイルの建物をうまくホテルに生かしている。コスパの高いホテル。スタッフはフレンドリー。水回りやドアの立てつけがやや問題あり。,Bagus Sekali,"10,0",24 Agt 2019,Jalan-jalan keluarga 4 malam
161,jp,"夕食は曜日替わりのビュッフェです。インドネシアンビュッフェを食べましたが、1500円程度とは思えないクオリティ。屋台風の料理からデザートまで、雰囲気のよい屋外席でおいしくいただきました。
朝食も、インドネシアらしい料理が並び、ガムランの演奏も。
ジョグジャの中心にあり、どこに行くにも便利な場所でありながら、ホテル内は隠れ家のようで、素晴らしい滞在ができました。",Bagus Sekali,"8,0",25 Agt 2019,Perjalanan 2 malam
162,jp,"ホテルスタッフの対応は、とても丁寧で気持ちよく過ごすことができました。
特に、ホテルの朝食は、充実した内容で、とても良かったと思います。
一方で、テレビの調子が悪かったり、洗面所のカランから水が漏れていたなど設備面では残念な部分もありました。",Bagus Sekali,"8,0",17 Agt 2019,Perjalanan 6 malam
163,th,"Hotel very beautiful ​but small room, and no bathtub",Bagus Sekali,"8,0",13 Agt 2019,Liburan bersama teman 2 malam
164,fr,"Beautiful place with unmatchable charm
A ballet of colors as staff changes their uniforms as time goes by.
Swimming pool is more for refreshing purposes but we did not use it as Jodja is full of culture. Bar/restaurant ambiance could be improved- not sure about the buffet type.",Sempurna,"8,0",7 Agt 2019,Liburan romantis 4 malam
165,fr,Bâtiment ancien déjeuner impressionnant par la diversité du buffet,Sempurna,"10,0",2 Agt 2019,Liburan bersama teman 3 malam
166,jp,街の中心部へも徒歩圏内で便利。なんといっても築100年の格調高いホテルの建物と調度品に圧倒されました。このホテルで一日中過ごすことだけを目的にしても十分価値があるホテル。スタッフの応対もよい。部屋のタオルがくたびれているのが唯一の難点。,Sempurna,"10,0",19 Jul 2019,Perjalanan 3 malam
167,it,Un' oasi in stile coloniale con ambienti autentici e che profuma d'oriente. Posizione centrale comoda per visitare i dintorni di Yogyakarta. Ristorante di qualità offre anche cene a buffet. Speciali le camere con balcone vista piscina. Personale cordiale e sempre sorridente.,Sempurna,"10,0",16 Jul 2019,Jalan-jalan keluarga 3 malam
168,fr,A ne pas manquer !,Sempurna,"10,0",12 Jul 2019,Liburan romantis 1 malam
169,jp,スタッフのサービスは,Bagus Sekali,"10,0",3 Jul 2019,Perjalanan 3 malam
170,kr,클래식하고 멋진 호텔입니다 직원들은 모두 친절했어요 또 투숙할 마음이 있습니다,Sempurna,"8,0",16 Jun 2019,Liburan bersama teman 2 malam
171,ch,"Lage sehr zentral, Personal freundlich, Hotel renovierungsbedürftig. Das Zimmer sehr klein und es roch alt und muffig. Sehr großes und gutes Frühstück. Poolanlage für Stadthotel gut.",Bagus,"10,0",30 Mei 2019,Liburan romantis 3 malam
172,jp,mantap,Bagus Sekali,"6,0",3 Mei 2019,Jalan-jalan keluarga 2 malam
173,jp,入り口から部屋が遠いい,Bagus Sekali,"8,0",26 Apr 2019,Perjalanan 1 malam
174,ca,"L’etablissement Est très propre et extrêmement bien décoré.
Le personnel est très courtois et le service excellent.
Les prix au restaurant de l’etablissement sont un peu élevés surtout pour le vin.",Sempurna,"8,0",1 Apr 2019,Perjalanan 2 malam
175,jp,"スタッフがフレンドリーで雰囲気が良かった。ただ、アーリーチェックインができず、三時間近く待ったのが残念。
一流ホテルだが、インドネシアということもあり、３日の滞在中二回停電した。部屋が暑くなったので、連絡するとすぐに技術者が来て冷房、電気が再稼働した。対応は早い。部屋は清潔。
中心地にも徒歩15分くらいと場所も良かった。チェックアウトは12時だが、２時までは部屋を使うことができた。
Wifiは無料。朝食ビュッフェは、地元の食事、中華、洋食があり、地元の食事を試すことができて良かった。",Sempurna,"10,0",8 Mar 2019,Perjalanan 2 malam
176,kr,"객실- 시원한 에어컨과 냉장고. 좋은 침구류. 좁은 화장실. 2층은 테라스뷰 없음. 

식당- 실내와 야외에 구비. 맛있는 조식. 5성급의 식당 직원 서비스. 

부대시설- 작은 수영장과 정원. 

주변 볼거리- 말리오보르 몰에서 도보로 15분.
->100년된 건물...딱 그 수준..재방문의사 없음.",Bagus,"10,0",3 Mar 2019,Liburan romantis 1 malam
177,jp,Very good hotel and very kind staff,Sempurna,"6,0",25 Feb 2019,Perjalanan 1 malam
178,ch,"We had a perfect stay, the staff were professional and helpful. Our room was very comfortable. The evening meals we had was a la carter and very tasty. We had only two complaints which was the air conditioning in the bar was too cold and we would have liked a bigger choice of fresh fruit at breakfast. Otherwise we enjoyed our stay and appreciated very much the staff and evening meals. We highly recommend the hotel and would return without hesitation.",Sempurna,"10,0",21 Feb 2019,Liburan romantis 5 malam
179,jp,"ホテルは待ちの中心部にあり、お土産ものの有名店もあり便利。
スタッフはとてもフレンドリーで文句無し、設備も良く維持されている。レゾート的な雰囲気もあり、レストランでは民族音楽演奏やバンド演奏等の工夫が見られ食事も美味しい。フィットネスは狭いが良くか管理されており問題無し、プールも広くは無いが良い雰囲気。
定宿にいたいホテルです、",Bagus Sekali,"10,0",8 Feb 2019,Perjalanan 4 malam
180,nl,"Vorige keer een zeer goede ervaring, maar ditmaal kregen we een muffe vochtige kamer met direct uitzicht op roestig prikkeldraad (op twee meter afstand van het raam!). Kon echt niet en niet Sofitel-waardig! Er was geen andere kamer meer beschikbaar. Alleen na bijbetaling konden we een upgrade krijgen (die was wel beschikbaar). Natuurlijk was dit wel een mooie kamer, maar toch voelde niet helemaal goed (behalve als je het IJzeren Gordijn vanuit je kamer wilt zien...). Je voelt je als gast niet helemaal serieus genomen. 
Goed restaurant en zwembad en uitstekende locatie, maar dit kan de nare bijsmaak niet helemaal wegnemen. Volgende keer zou ik rechtstreeks bij het hotel boeken. Ik heb het vermoeden dat ze dan meer voor je willen regelen.",Bagus,"8,0",17 Des 2018,Perjalanan bisnis 3 malam
181,se,Fantastiskt Trevligt kolonialhotell med enormt stort frukostutbud.,Sempurna,"6,0",29 Des 2018,Perjalanan 4 malam
182,jp,美術館のようなホテルでした。 バフェは朝の方が夜より美味しかったです。,Bagus Sekali,"10,0",2 Jan 2019,Jalan-jalan keluarga 3 malam
183,jp,"スタッフの方々みんなキビキビ働いており、困ったことにもすぐ対応してくださいました。
何と言っても朝食！
ウェスタンからインドネシア料理まで美しく盛り付けられ、ジャムウのブースではお姉さんが優しく相談に乗ってくれ楽しいひと時でした。また、半屋外のレストランで朝食をいただくのはとても気持ちが良かったです。

部屋の古さは否めませんが、きちんと清掃されタオルはふかふか、寝具もパリッとした気持ちのいいもので快適に過ごせました。

一つだけ言うならば、シャワーヘッドがもう古くなっていたので変えてもらえると嬉しいかな。
ジョグジャカルタに行ったらまた泊まりたいです！",Sempurna,"8,0",2 Jan 2019,Liburan bersama teman 3 malam
184,tw,"I think the check in people is so not professional . Also, their English quality is not so good to explain to customer. How is the international 5 star become. The rooms looks old and it’s really noisy outside. Also there is far away from all the mall , spots not so convient. I am so regret to chose it.",Biasa,"10,0",22 Des 2018,Liburan romantis 2 malam
185,nl,"Leuk hotel vlakbij Maliaboro, de beroemde straat.
Vlakbij trein station tugu. Lekker eten.",Sempurna,"4,0",18 Des 2018,Perjalanan 2 malam
186,fr,"WiFi ne marche pas toujours très bien. Bel hôtel, personnel très gentil, buffet ok mais pourrait s’améliorer. On a aimé cet hôtel. Bonne ambiance.",Sempurna,"10,0",16 Des 2018,Liburan romantis 3 malam
187,nl,"Met recht een ‘heritage’ hotel. Prachtige oude accenten en/maar de kamers zijn NIET gedateerd. Zeer vriendelijke staf. Op 10-15 minuten lopen door een veilige omgeving naar het centrum van de stad. 
De basis kamers zijn niet overdreven ruim. Voor een paar nachten prima. Internetsnleheid is net aan OK. De snelheid houdt niet over.",Bagus Sekali,"10,0",8 Des 2018,Perjalanan bisnis 7 malam
188,jp,コロニアル風で雰囲気の良いホテルでした。,Bagus Sekali,"8,0",8 Des 2018,Perjalanan 3 malam
189,no,"Really friendly staff. Overall a very nice hotel. 
About 5-10 min.walk to the train station and Malioboro st.  
On the other side of the street from the hotel you can take the bus to Prambanan temple and back for 3500 rp.
Breakfast with good variation. 
Comfortable bed and room. 
Very nice pool,but they close it early. 5PM

Only negative to note is that rooms are able to show it's age.
Price is ok,but there are neaby hotels with the same standard in the area.",Bagus Sekali,"8,0",25 Nov 2018,Perjalanan 4 malam
190,jp,事前の荷物預かりからチェックアウトまでサービスが良く、特に無料のドリンクとフードは旅につかれた身としては部屋でリラックスするのに大変助かった。,Bagus Sekali,"8,0",16 Nov 2018,Perjalanan 1 malam
191,jp,トラディショナルなコロニアル風ホテル,Bagus Sekali,"8,0",15 Nov 2018,Perjalanan 3 malam
192,jp,チェックインの際のフロントの対応が今一つで印象が悪かったが、部屋まで案内してくれたポーターが神対応で気持ち良く滞在できた。,Bagus Sekali,"8,0",14 Nov 2018,Perjalanan 1 malam
193,de,"Sehr zu empfehlen, gute Lage für Unternehmungen, hat Charme und ist liebevoller eingerichtet",Sempurna,"8,0",7 Nov 2018,Perjalanan 2 malam
194,jp,"とにかく従業員、サービスが最高。
インドネシアの音楽を聴きながらのディナー(ビュッフェ)も最高。
ホテル近くのマリオボロストリートも楽しくて立地もよい",Sempurna,"10,0",28 Okt 2018,Perjalanan 4 malam
195,no,"Central location, friendly staff, nice rooms.",Bagus Sekali,"10,0",11 Okt 2018,Liburan bersama teman 3 malam
196,fr,"Hôtel bien situé mais qui mériterait un rafraichissement notamment au niveau des chambres, insonorisation des baies vitrées et des salles de bains.",Bagus Sekali,"8,0",12 Okt 2018,Perjalanan 3 malam
197,jp,部屋のカードキーが２度使用できなかったのですが、スタッフの丁寧な対応に感謝。その他は申し分ないホテルです。,Bagus Sekali,"8,0",26 Sep 2018,Perjalanan 2 malam
198,kr,호텔리어분들 진짜 다들 일하는 것에 대한 자부심이 느껴지고 웃어줘서 덩달아 행복했습니다. 쾌적하고 아담한 호텔 좋았어요:) 쉼보다는 여행일때 꽤 괜찮은 호텔!,Sempurna,"8,0",23 Sep 2018,Jalan-jalan keluarga 1 malam
199,jp,古くて趣がある建物を手入れして清潔に使っています。従業員のサービスも丁寧で親切です。場所も便利で、空港、遺跡、王宮どこへ行くにも便利です。,Sempurna,"10,0",22 Sep 2018,Perjalanan 2 malam
200,jp,"とても親切、フレンドリーなスタッフの方達でリラックスして過ごす事が出来ました。
雰囲気も私好みでしたので気持ちよく滞在できました。",Bagus Sekali,"8,6",13 Sep 2018,Perjalanan 2 malam
201,es,"El hotel tiene encanto, ambos edificios (sobretodo el nuevo) son muy bonitos. La comida estaba buena, la habitación con vistas a la piscina era muy bonita y la piscina muy agradable.
Los tours contratados muy bien, a lo mejor algo más caros que los que vi por la calle pero de muy buena calidad el servicio.
El personal muy atento y agradable. Ah si, y la wifi iba notablemente bien, mejor de lo normal.",Sempurna,"8,0",29 Agt 2018,Perjalanan 3 malam
202,es,el hotel necesita una reforma en profundidad pero respira un aire colonial y antiguo con clase. El desayuno es excepcionalmente bueno,Bagus Sekali,"10,0",21 Agt 2018,Jalan-jalan keluarga 1 malam
203,it,"Tutto perfetto, hotel molto bello e pulitissimo, nonostante in un palazzo storico è stato ristrutturato alla perfezione. Servizio eccellente. Buono il ristorante, anche se forse con i sapori un po’ troppo occidentalizzati",Sempurna,"8,0",31 Jul 2018,Liburan romantis 3 malam
204,fr,"Nice building and perfect rooms
Staff very efficient and professional 
dîners and breakfast perfects on a nice place
The best place to stay with a family in jogyakarta.

The only improvement to have is to double sunbeds number around the pool. Not enough and always full.",Sempurna,"10,0",8 Agt 2018,Perjalanan 2 malam
205,fr,"Tres joli hotel, un bijoux en plein coeur de Yogyakarta. Personnel aimable et serviable, le restaurant est délicieux. La chambre ainsi que la piscine étaient un peu petites, il était difficile d'avoir une place sur un bain de soleil.",Sempurna,"10,0",31 Jul 2018,Liburan romantis 3 malam
206,fr,"Hôtel très confortable, personnel très attachant, nourriture excellente. Seul bémol, le wifi d’un autre âge.",Sempurna,"10,0",30 Jul 2018,Perjalanan 3 malam
207,jp,"Shower is no good, water temperature is uncontrolable.
Other facilities is very good.",Bagus Sekali,"10,0",7 Jul 2018,Perjalanan 3 malam
208,hk,位置靜中带往，員工服務態度一流，會再入住,Sempurna,"8,0",17 Jun 2018,Perjalanan 5 malam
209,fr,"L'hôtel est magnifique dans un mélange de style colonial et artisanat local, mais un peu vieillissant d'un point de vue confort. 
La clim est très bruyante, et reveil à 6h par les coups de sifflets du policier qui fait la circulation. 
C'est une belle expérience mais peut être pas pour un séjour prolongé.",Bagus Sekali,"10,0",9 Mei 2018,Perjalanan romantis
210,jp,"チェックインの時にいただいたお菓子が美味しかった。
ガムランを聞きながら朝日を浴びての朝食は格別です。",Sempurna,"8,0",13 Apr 2018,Perjalanan lainnya
211,de,"Zum wiederholten Male habe ich im Hotel Phoenix übernachtet. Das Hotel besteht aus mehreren Gebäudeteilen. Der für mich schönste Teil ist der Bereich, der den Pool umschließt, Hier haben die Zimmer einen Balkon, auf dem zwei Personen gut sitzen können. Das ""Haupthaus"" hat einen zentralen, großen, schönen und kühlen Raum, in dem man gut sitzen und lesen kann. Etliche Fenster haben geschmackvolle bunte Verglasungen, was unter anderem dem Hotel sein besonderes Flair verleiht. Das teils offene Restaurant  hat im überdachten Teil mit einen kleinen Teich mit Fischen, im offenen Teil einen Springbrunnen.
Das weibliche Personal im Restaurant ist sehr freundlich und sehr um den Gast besorgt, sodass man sich verwöhnt fühlen kann. Auch das Empfangspersonal ist immer sehr freundlich und hilfsbereit.",Sempurna,"10,0",20 Mar 2018,Perjalanan 2 malam
212,fr,"2 nuits avec chambre vue piscine mars 2018
Bien situé en ville et à moins de 30 minutes de l'aéroport
cadre agréable et surtout calme, à l'abri des nuisances sonores de la ville
service personnel propreté, tout était de bon niveau
Bar sympathique, bien que peu fréquenté, avec table de billard
Attention, pas de service de change de devises dans l'hotel",Bagus Sekali,"10,0",13 Mar 2018,Perjalanan 2 malam
213,fi,"Kerrassaan hieno hotelli sinulle, joka haluat vähän erilaista. Palvelu pelaa henkilökunta poikkeuksellisen hymyilevä ja kohteliasta, aamiainen lumoava, kuntosali riittävä ja historiallinen  hotelli kokonaisuudessaan oli oma maailmansa. Halvimmat huoneet melko pienet. Rukouskutsut ääniinkin tottui, kun piti korvatulppia. Jos huone sijaitsi sisäpihalle päin, olivat ne rauhallisemmat. Once in the lifetime.",Sempurna,"8,0",25 Feb 2018,Jalan-jalan keluarga 7 malam
214,jp,The restaurant is outside with no AC. It could be a bit hot.,Bagus Sekali,"10,0",22 Feb 2018,Liburan bersama teman 1 malam
215,jp,"クイーンベットの部屋に泊まりました。シャワーの温度が一定ではなく、熱くなったり冷たくなったり。2歳の子供がいるので、バスタブなしの部屋でシャワーの温度が保てないのはとても大変…。初日はシャワーの水が溢れトイレも水浸し。すぐに直してもらいましが残念でした。朝食のビュッフェも野菜が圧倒的に少なく、ご飯3種類、麺、魚料理、肉料理、野菜炒め1種類ずつでバランス悪いです。完全に野菜不足。フルーツにはコバエがたかり食べられません。
スタッフは良かったと思います。
ただ、部屋番号で支払いにしていたホテルでのランチ代を、チェックアウトの際まとめて払いました。レシートも貰い、サインもし、大きいお札で支払ったのでお釣りも貰いました。その後荷物だけ預け買い物をして戻り、荷物を返してもらう際に、チェックアウトの際に払ったランチ代が足りないと言われました。そんなはずない！お釣りも貰ったでしょ！というと、わかりました確認します、とすぐ終わりましたが、疑われていい気分ではありません。もう泊まることはありません。",Biasa,"8,0",22 Des 2017,Jalan-jalan keluarga 2 malam
216,kr,"unique interior, nice and welcoming staffs, great location, though quite old building",Bagus Sekali,"4,0",30 Nov 2017,Perjalanan 2 malam
217,de,"Wundervolles Hotel, elegant und schick. Sehr freundliches Personal.  gute Lage,

Restaurant sehr enttäuschend. javanesiches Bufett  war sehr schwach und wir hatten im Anschluß Magenprobleme. In  allen anderen Lolalitäten hatten wir diese nie, egal ob Straßenbude oder Restuarant.",Bagus Sekali,"8,0",9 Nov 2017,Perjalanan 4 malam
218,hk,"員工服務態度尚可。可惜動作緩慢，要多次提醒才能得到所需服務。酒店床單常有污漬。清洗得不夠乾淨。
值得一讚得是SPA的環境與服務都很棒。",Bagus,"8,0",12 Nov 2017,Perjalanan 4 malam
219,jp,綺麗で清潔なホテル。スタッフの対応も悪くない。ただ過去の宿泊者レビューであったように、洗面台、シャワールームの水はけが悪い。またエクストラベッドが柔すぎて寝心地が悪い。,Bagus,"6,0",21 Okt 2017,Jalan-jalan keluarga 2 malam
220,jp,"The Phoenix hotel is at a convenient location near Jalan Malioboro, and you can take a walk very easy to the center of Yogyakarta city or Palace.
The facilities are old and the room was small but great atmosphere of colonial style building. The staffs were kind and friendly.  The room was not pricy but their restaurant was little expensive.",Bagus Sekali,"6,0",8 Okt 2017,Perjalanan 1 malam
221,kr,"comfortable, nice location, good service!!",Sempurna,"8,0",6 Okt 2017,Liburan romantis 1 malam
222,nl,"Een super hotel echt een aanrader, vooral het uitzicht op het zwembad is magnifiek.",Sempurna,"10,0",21 Sep 2017,Jalan-jalan keluarga 2 malam
223,nl,The lobby wanted to calculate extra costs on arrival. Fortunately 1 staff member was very friendly. she arranged everything very good.,Bagus,"10,0",13 Sep 2017,Perjalanan 4 malam
224,se,Bra hotel med härlig atmosfär i Gammal art Deco. Dock betalade vi överpris via Hotels.com!,Bagus Sekali,"6,0",15 Sep 2017,Jalan-jalan keluarga 2 malam
225,jp,"quite nice hotel to stay in Yogyakarta.
staff was kind, room was clean and comfortable and atmosphere was very nice.
i strongly recommend if you like colonial style hotel.",Sempurna,"8,0",31 Agt 2017,Perjalanan 2 malam
226,cl,Estupendo !!,Sempurna,"10,0",28 Agt 2017,Perjalanan bisnis 1 malam
227,it,Hotel bellissimo ed in ottima posizione,Sempurna,"10,0",18 Agt 2017,Liburan romantis 3 malam
228,nl,"We very much appreciated our stay in the Phoenix hotel. The hotel has a charming colonial style, is very clean and the staff is very friendly. The diversity of the breakfast was enormous. We also enjoyed the swimming pool.",Sempurna,"10,0",12 Agt 2017,Perjalanan 6 malam
