,country,comments,ratingbadge,ratingscore,checkin,typetripnights
136,jp,値段は安かったのですが、ホテルは綺麗で快適でした。スタッフも親切で、レストランのナシゴレンは美味しかったです。中心部から遠いので、タクシーを使う必要があります。帰りにうまくタクシーがつかまえられなかったので、そこは考える必要があると思います。,Bagus Sekali,"8,0",4 Feb 2018,Perjalanan 2 malam
137,tw,印尼日惹很熱，逛了一整天，滿身大汗；回到旅館，想泡澡享受一下，可惜旅館內沒有浴缸！且浴室內只有浴巾，沒備洗完手後供擦手用的毛巾，也沒備洗臉用的面巾！旅館buffet餐廳料理多樣化，口味足以刺激味蕾，可惜只提供星期六一晚！旅館外有提供合作的人力三輪車，能提供附近的兜風與夜遊，但需付費，價格並不貴！,Bagus,"8,0",5 Jan 2018,Perjalanan 3 malam
138,ca,Aires communes nombreuses. Déjeuner très varié et excellent. Spa abordable et très bien décoré: à essayer lors de votre séjour :),Sempurna,"6,0",31 Des 2017,Perjalanan 3 malam
139,de,Schönes Gebäude. Modern. Sehr nette Mitarbeiter. Frühstück jedoch sehr enttäuschend.  Klima im Zimmer hat nicht richtig funktioniert. Aufzüge fallen ab und zu aus.,Bagus,"10,0",24 Des 2017,Perjalanan 1 malam
140,jp,"新しく、価格の割に非常に快適なホテルでした。バスタブがないのだけがたまに傷。

ホテル内や隣にもレストランがいくつかあり、便利です。特に最上階にあるスペイン料理屋さんはおすすめです。",Bagus Sekali,"6,0",25 Nov 2017,Jalan-jalan keluarga 1 malam
141,kr,I stayed at this hotel many times and this hotel always satisfies my expectation. It has a good location and their service is always wonderful with their hospitality.,Sempurna,"8,0",15 Nov 2017,Perjalanan bisnis 3 malam
142,de,Sehr schönes Hotel und in der zentralen Lage aber dich sehr ruhig. Das Frühstück ist der Hammer.,Sempurna,"10,0",20 Okt 2017,Perjalanan 2 malam
143,jp,"マリオボロからは結構離れており、周辺はテキスタイル屋が多いエリア。観光にはやや不便ですが、タクシーを使って観光しようとされている方には良いかも。逆に、トランス・ジョグジャを使って観光しようとされている方は、バス停の丁度中間地点にあるので、暑い中歩くのは結構大変。また、1Aで空港から、またマリオボロへ行くのは良いのですが、空港に行くときは1Aでマリオボロを経由していくので、かなり時間が掛かります。マリオボロから戻る時は途中で乗り換える必要があり、面倒かも。
お部屋は普通ですが、シャワーのみでバスタブはありません。朝食は種類も多く良かったですが、一つ一つの水準が高い訳ではありません。野菜・フルーツでジュースをその場で作ってくれるのは良かったです。",Bagus Sekali,"10,0",5 Okt 2017,Perjalanan 1 malam
144,jp,"I think it is okay, location is good, very convenient to the airport. Stuffs are nice too. But quit dark inside(like the aisle..) The breakfast is ok. No special except fresh juice(there is a machine there).",Bagus Sekali,"8,0",30 Sep 2017,Perjalanan 2 malam
145,jp,"仕事で年に2,3回ジョグジャに行きます。グランドアストンは初めてです。3泊4日滞在しました。
スタッフの対応も清潔感も設備も大満足。日本語が達者なスタッフさんもいて、チェックインやチェックアウト、ちょっとした用事は日本語OKです。体調を崩したのですが、とても親切にしていただきました。
お部屋もベッドも広かったです。ベッドは柔らかめ。
ただしシャワーしかないので、長期滞在で湯船がないのは、ちょっとしんどかったです。
プールやジムなどは使っていませんが、次回は使いたいです。
タクシーの手配、荷物預かり、濃やかな気遣いに感謝です。朝食も美味しい。",Sempurna,"8,0",2 Sep 2017,Perjalanan bisnis 4 malam
146,nl,Great hotel 10 minutes by car to  jalan malioboro. Very good breakfast with a big selection of asian and western food. Small swimming pool. Friendly and helpfull staff.,Sempurna,"10,0",27 Agt 2017,Perjalanan 2 malam
147,cn,酒店位置不错，设施也很好，床很舒服。。。,Sempurna,"10,0",3 Agt 2017,Perjalanan bisnis 1 malam
148,it,"This hotel has five stars in everything.
Quality of the building and furniture and facilities were all perfect
The room was clean and towels and toiltetries (toothbrush, razors..) were replaced every day

Staff always smiling and helping
Many staff people in every corner: porters, receptionists, housekeepers...

Flowers and lounge music 

Good travel agency in the hotel open since 8 am

BEST breakfast ever! The restaurant has a nice big dining area and in the morning it's full of good fresh food from all over the world (italian coffee and cornetto, french patisserie, indonesian, japanese, chinese, american...).

The only thing that I would improve is the SPA staff, only one terapist available at a time and the pool is not in a sunny area so water was cold.

All the rest was perfect",Sempurna,"10,0",25 Agt 2017,Perjalanan 1 malam
149,de,"very kind and helpful staff, excellent breakfast buffet, good shopping nearby.",Sempurna,"10,0",5 Agt 2017,Perjalanan bisnis 20 malam
150,jp,"ボロブドゥール観光のために2泊しました。全体的に清潔でバイキングの朝食も充実していました。スタッフの対応も良かったです。近くの宗教施設の大音量の放送は変な時間に流れるので迷惑ですが、他の東南アジアの国でも経験したので、個人的には仕方ないのかと思いました。
マイナスだったのは洗面台。詰まってしまったので修理を頼みましたが、完全には直らずに夜また詰まってしまいました。",Bagus Sekali,"9,0",16 Agt 2017,Perjalanan 2 malam
151,jp,朝ごはんのバイキングの種類の豊富さに驚きました。ロビーもお部屋も綺麗で、二日間の滞在でしたがとてもリラックスできました。また宿泊したいと思います。,Sempurna,"8,0",12 Agt 2017,Perjalanan 2 malam
152,jp,The room is clean.The staff are very kind.There is no bathtub.Various amenities are available.The wind of the drier is weak and it is noisy.Both instant coffee and mineral water will be refilled on the second day.There was a big supermarket nearby and it was convenient.This is a good hotel.,Sempurna,"10,0",1 Agt 2017,Perjalanan 2 malam
153,id,,Sempurna,"10,0",30 Des 2019,Jalan-jalan keluarga 1 malam
154,id,,Sempurna,"10,0",24 Nov 2019,Jalan-jalan keluarga 2 malam
155,us,,Sempurna,"10,0",12 Nov 2019,Perjalanan 3 malam
156,au,,Sempurna,"10,0",31 Okt 2019,Perjalanan 2 malam
157,us,,Sempurna,"10,0",27 Okt 2019,Perjalanan 2 malam
158,us,,Bagus Sekali,"10,0",28 Okt 2019,Perjalanan bisnis 4 malam
159,jp,,Bagus,"8,0",14 Sep 2019,Perjalanan 7 malam
160,id,,Bagus Sekali,"6,0",5 Sep 2019,Jalan-jalan keluarga 1 malam
161,id,,Bagus Sekali,"8,0",24 Jul 2019,Jalan-jalan keluarga 2 malam
162,gb,,Bagus Sekali,"8,0",30 Agt 2019,Liburan bersama teman 2 malam
163,id,,Sempurna,"8,0",25 Jul 2019,Perjalanan 1 malam
164,ph,,Sempurna,"10,0",24 Jul 2019,Perjalanan bisnis 4 malam
165,us,,Bagus Sekali,"10,0",9 Jul 2019,Perjalanan bisnis 1 malam
166,my,,Sempurna,"8,0",4 Jul 2019,Perjalanan 3 malam
167,ie,,Bagus Sekali,"10,0",27 Jun 2019,Liburan bersama teman 2 malam
168,us,,Sempurna,"8,0",16 Jun 2019,Jalan-jalan keluarga 6 malam
169,sg,,Bagus Sekali,"10,0",15 Mei 2019,Perjalanan bisnis 2 malam
170,jp,,Sempurna,"8,0",1 Jun 2019,Perjalanan 2 malam
171,gb,,Sempurna,"10,0",12 Apr 2019,Perjalanan 2 malam
172,jp,,Sempurna,"10,0",13 Apr 2019,Perjalanan 1 malam
173,sg,,Bagus Sekali,"10,0",11 Apr 2019,Perjalanan 2 malam
174,us,,Bagus,"8,0",9 Mar 2019,Perjalanan 1 malam
175,kr,,Sempurna,"6,0",18 Feb 2019,Jalan-jalan keluarga 3 malam
176,sg,,Sempurna,"10,0",5 Feb 2019,Perjalanan 4 malam
177,sg,,Sempurna,"10,0",1 Feb 2019,Perjalanan 4 malam
178,sg,,Bagus Sekali,"10,0",21 Des 2018,Liburan bersama teman 4 malam
179,jp,,Sempurna,"8,0",25 Nov 2018,Jalan-jalan keluarga 2 malam
180,id,,Sempurna,"10,0",16 Des 2018,Jalan-jalan keluarga 1 malam
181,id,,Bagus Sekali,"10,0",29 Nov 2018,Jalan-jalan keluarga 3 malam
182,sg,,Sempurna,"8,0",2 Des 2018,Perjalanan 3 malam
183,jp,,Sempurna,"10,0",18 Nov 2018,Perjalanan 1 malam
184,us,,Bagus Sekali,"10,0",2 Nov 2018,Jalan-jalan keluarga 2 malam
185,sg,,Bagus Sekali,"8,0",19 Okt 2018,Liburan bersama teman 3 malam
186,my,,Biasa,"8,0",9 Sep 2018,Perjalanan 3 malam
187,jp,,Bagus Sekali,"4,0",24 Agt 2018,Perjalanan 1 malam
188,id,,Sempurna,"8,0",4 Agt 2018,Perjalanan bisnis 1 malam
189,id,,Bagus Sekali,"10,0",21 Jun 2018,Jalan-jalan keluarga 1 malam
190,id,,Sempurna,"8,0",31 Jan 2018,Perjalanan bisnis 1 malam
191,sg,,Sempurna,"10,0",18 Jan 2018,Liburan bersama teman 3 malam
192,se,,Sempurna,"10,0",27 Jul 2017,Perjalanan bisnis 1 malam
193,sg,,Sempurna,"10,0",10 Jul 2017,Perjalanan bisnis 5 malam
