,country,comments,ratingbadge,ratingscore,checkin,typetripnights
128,es,"Escogimos este hotel por ser aparentemente una opción segura. EL hotel muy bien en general, pero pillamos una intoxicación alimentaria. No comimos fuera del hotel durante nuestra estancia y el dia en el que me nos fuimos estuve vomitando y con diarrea, arruinándonos parte de nuestras vacaciones además de lo horrible de la situación.",Buruk,"2,0",7 Jul 2018,Perjalanan 2 malam
129,jp,"２４時間営業のレストラン。
朝食は和食コーナーがある。どれも美味しい。
ガーデンも雰囲気が良くのんびり滞在ができる。",Bagus Sekali,"8,0",11 Jul 2018,Perjalanan 2 malam
130,hu,"Nice staff, nice view, nice garden with pool, good wifi, good bed and pillows. Central location, next to Malioboro street.",Sempurna,"10,0",2 Jun 2018,Jalan-jalan keluarga 2 malam
131,kr,good,Bagus Sekali,"8,0",9 Mei 2018,Perjalanan 1 malam
132,jp,"マリオボロ通りに至近で便利です。

事前のメールでのやり取りも迅速で的確、到着後・滞在中のベル・レセプション・コンシェルジュ・レストラン・スパ等お会いしたスタッフの応対は全て温かみがありました。伝達事項も確り引き継がれており（アジアの大らかさでヤキモキすることなく）安心感があります。

施設は古いですが、部屋は広くトイレは簡易ながらウォシュレットがありました。

食事は朝食のみ頂きましたが品数も豊富で美味しく、屋外でも楽しめます。

スパも（全てのコースが対応可かはわかりませんが、）インルームで対応してくれます。レベルも相応で宿泊の２日間ともお願いしました。

訪問機会があれば再度当ホテルに宿泊したいと思います。",Sempurna,"10,0",13 Mei 2018,Perjalanan 2 malam
133,kr,very good swiming pool and sauna,Sempurna,"10,0",14 Mei 2018,Perjalanan lainnya
134,nl,"Very nice hotel, super location
The staff is very very friendly.
We had a room with a view to the pool and garden, more quiet as well.
There is a mosque nearby.
But the sound of the mosque will be a part of being there.
Excellent breakfast, special if you are from asia.
But plenty enough for the more western taste.",Sempurna,"10,0",13 Mei 2018,Perjalanan bersama teman
135,nl,"Het hotel was in een woord geweldig maar de stad Jogjakarta was voor ons iets te chaotisch en viezig! Wel wat excursies gedaan naar de mooie tempels, goed geregeld door Hotel! Rest van de tijd het meest in hotel en zwembad verbleven en gegeten. Mooi gebaar van hotel was ook om met onze vroege ochtendvlucht naar Bali een ontbijtbox mee te geven (hadden wij zelf niet eens over na gedacht).",Bagus Sekali,"8,0",7 Mei 2018,Perjalanan romantis
136,se,Jätte bra hotel med super snälla och trevliga människor! Det finns en ganska stor gallerian bakom hotellet där man kan köpa läsk och frukt. Mycket bekvämt och fint.,Sempurna,"10,0",27 Apr 2018,Perjalanan bisnis
137,fr,The hotel is a bit noisy,Bagus,"6,0",23 Apr 2018,Perjalanan bisnis
138,jp,"This hotel has a clean room, nice staff and relaxing pool.
And not so far from Malioboro street. Convenient.
I enjoyed some Jawa food for my breakfast.",Sempurna,"10,0",21 Apr 2018,Perjalanan romantis
139,mx,"Excelente, buena ubicacion",Sempurna,"10,0",2 Apr 2018,Perjalanan lainnya
140,fr,"Court sejour, une nuit, et pour visiter les monuments locaux le lendemain.
Le personnel a ete tres attentifs.",Sempurna,"10,0",28 Mar 2018,Perjalanan keluarga
141,pl,"Bardzo dobry hotel położony w centrum miasta, ale w środku cisza. Pokoje ładne i czyste. Śniadania są ok i duży wybór.",Sempurna,"10,0",15 Mar 2018,Liburan romantis 3 malam
142,jp,"・チェックイン17:00位だったのですが、受付に一人しかいなくて、その場で順番待ち１５分程度待たされた。
・３泊したのですが、洗面所に用意されているタオル類が、古いのと、ゴワゴワにて身体を拭く時痛い。
（古い事はもちろんですが、柔軟剤等使用すれば、もう少し柔らかくなるのでは）",Bagus Sekali,"8,0",1 Mar 2018,Perjalanan 3 malam
143,jp,５日間滞在しました。1番良かったのは中心地にありながらリゾート気分を味わえるリラックス型ホテルだということです。また観光は歩いてマリオボロやクラトンまで行けます。名物のベチャに乗ってもさほど高くない距離ですから思う存分楽しめます。ホテルの中庭はまるでリゾート！プールサイドで寛ぎ、スパでリラックス、お食事もできます。スタッフの方々も笑顔。英語も通じます。リピート決定のホテルです。,Sempurna,"10,0",20 Feb 2018,Perjalanan 4 malam
144,fr,"Hôtel confortable, situé assez près des sites à visiter.
Personnel accueillant 
Excellent breakfast 
Agence de voyage dans l’hôtel",Bagus Sekali,"8,0",10 Feb 2018,Liburan romantis 5 malam
145,jp,黒とベージュを基調にしたシックでモダンな雰囲気。ただ照明が暗いので明るい部屋が好きな方には微妙。となりに地元のスーパーがあるので、ちょっとした買い物には困りません。,Bagus Sekali,"8,0",10 Feb 2018,Perjalanan 3 malam
146,kr,조식포함이고 시내에 위치해있어서 편리함이 있어요,Bagus,"6,0",28 Jan 2018,Perjalanan bisnis 2 malam
147,pt,"Hotel lindo a poucos metros da rua principal Malioboro Road, excelente conforto, preço, pequeno almoço e área circundante!!!
O único ponto negativo é a falta de isolamento dos quartos virados para a rua, o trânsito é infernal toda a noite, é pior que isso é a mesquita ali próxima que todas as manhãs as 04:00 acordam toda a cidade e não voltamos a dormir antes das5, porque os cânticos são ineterruptos...,",Bagus Sekali,"8,0",11 Jan 2018,Liburan romantis 3 malam
148,mx,Excelente el Hotel y sus aéreas verdes,Sempurna,"10,0",4 Jan 2018,Liburan romantis 2 malam
149,tw,房間很好,Bagus Sekali,"8,0",7 Des 2017,Jalan-jalan keluarga 2 malam
150,de,"3 Tage Aufenthalt in diesem schönen Hotel...
Kann ich nur empfehlen",Sempurna,"10,0",15 Nov 2017,Perjalanan 4 malam
151,be,"Location: a short stroll to the main Malioboro avenue and at walking distance to the main train station (though with lugage you better take a taxi).
Hotel premises: big and resort-style, but you never feel like you are in a huge place; very new and efficient, with a beautiful courtyard featuring a fantastic swimming pool. The hotel hosts a travel agent and driver's services, which can be practical for arranging tours.
Staff: efficient and helpful
Restaurant: tried it several times for dinner, really worthwhile with good choice of different styles of dishes. While waiting time was at times a bit longish, the result was worth the wait.
Breakfast: very good choice of products, very fresh, catering to all tastes (Western and Asian)
Room: spacious, clean and nicely designed, with a sizeable bathroom; everything in good working order; excellent noise insulation provides for a good night sleep; WiFi was reliable and fast in both the room and common places (including courtyard).
Overall: top-notch hotel, most likely the best in town.",Sempurna,"10,0",2 Okt 2017,Perjalanan 2 malam
152,pt,Bom hotel no centro de Yogyakarta. Staff atencioso e suite confortável.,Sempurna,"10,0",8 Sep 2017,Liburan romantis 2 malam
153,kr,"익스피디아vip라 룸업그레이드와 얼리체크인 식음료,스파 할인혜택 아주 잘 받았어요. 물론 호텔에서 방이 여유 있었으니 그렇게 해 줬을거라 생각합니다.친절한 스텝들과 말리오보로거리와의 적당한위치 따만사리까지 걸어서는 조금 멀지만 베짝타고 20루피아o25만루피아에 갈수있어요.다음에 온다면 또 스테이할 예정입니다.",Sempurna,"10,0",30 Sep 2017,Perjalanan 2 malam
154,jp,"とても利便性の良いホテルでした。ベチャの待合所があり、マリオボロ通りまで移動できる。
室内は洗練されたスタイリッシュな感じでした。",Bagus Sekali,"8,0",29 Sep 2017,Perjalanan 1 malam
155,jp,"マリオボロ通りからも近く、買い物に行くのが便利です。
日本語を話せるホテルのスタッフが良いレートの両替所や美味しいレストランを教えてくれました。
初めてのインドネシアだったので、本当に助かりました。
着いてすぐにお部屋までウェルカムスイーツを持ってきてくれたことも嬉しかったです。
朝食も美味しかったのでまたジョグジャカルタに行ったら泊まりたいです。",Sempurna,"10,0",5 Sep 2017,Perjalanan 1 malam
156,jp,"I stayed this hotel when I went to Yogyakarta. It was very comfortable to stay here because of clean and wide space. I felt that the hotel staffs were also very kindness and they want me to accept my requests with their smile. So, I strongly recommend that visiter of Yogyakarta should stay here once time. To do so, many people love to stay here.",Sempurna,"10,0",23 Agt 2017,Perjalanan 1 malam
157,tw,飯店環境很好、早餐豐盛好吃，服務人員態度佳，唯伊斯蘭教做早課音量太大，影響住宿品質,Bagus Sekali,"8,0",5 Agt 2017,Jalan-jalan keluarga 3 malam
158,jp,とっても居心地のよいホテルです。ジョグジャカルタには、今ホテルがたくさんできているようですが、マリオボロ通りにも近く快適でした。朝食なしのプランを選択してしまい、エクスペディアに朝食付きにしてほしいと電話したのですが、すげなくキャンセル不可で、ホテルで、一人10ドル払って食べれます。と断られました。杓子定規な対応でした。,Sempurna,"10,0",14 Agt 2017,Jalan-jalan keluarga 3 malam
159,kr,"옷 일부를 빠뜨렸다가 Lost and Found에서 보관을 잘해 주셔서 바로 찾을 수 있었음. 바로 옆에 몰도 있고, 위치도 나쁘지 않음. 족자 방문시 추천할 만함.",Sempurna,"10,0",2 Agt 2017,Jalan-jalan keluarga 4 malam
160,kr,,Bagus Sekali,"8,0",14 Feb 2020,Perjalanan bisnis 2 malam
161,jp,,Sempurna,"10,0",21 Feb 2020,Perjalanan 2 malam
162,jp,,Biasa,"4,0",17 Feb 2020,Perjalanan 3 malam
163,jp,,Bagus Sekali,"8,0",8 Feb 2020,Perjalanan 1 malam
164,kr,,Sempurna,"10,0",25 Jan 2020,Perjalanan 2 malam
165,au,,Sempurna,"10,0",20 Jan 2020,Perjalanan 1 malam
166,us,,Sempurna,"10,0",17 Jan 2020,Perjalanan 6 malam
167,jp,,Sempurna,"10,0",10 Jan 2020,Perjalanan 1 malam
168,jp,,Sempurna,"10,0",17 Jan 2020,Perjalanan 2 malam
169,jp,,Bagus Sekali,"8,0",1 Jan 2020,Perjalanan 2 malam
170,id,,Sempurna,"10,0",29 Des 2019,Jalan-jalan keluarga 4 malam
171,us,,Sempurna,"10,0",25 Des 2019,Perjalanan 2 malam
172,sg,,Bagus,"6,0",25 Des 2019,Jalan-jalan keluarga 3 malam
173,jp,,Bagus,"6,0",19 Sep 2019,Liburan romantis 1 malam
174,us,,Sempurna,"10,0",27 Nov 2019,Perjalanan 2 malam
175,gb,,Sempurna,"10,0",14 Okt 2019,Perjalanan 1 malam
176,sg,,Bagus,"6,0",30 Okt 2019,Perjalanan 3 malam
177,tw,,Sempurna,"10,0",10 Okt 2019,Liburan bersama teman 2 malam
178,sg,,Bagus Sekali,"8,0",21 Sep 2019,Perjalanan 4 malam
179,hk,,Bagus Sekali,"8,0",23 Sep 2019,Liburan bersama teman 1 malam
180,hk,,Bagus Sekali,"8,0",20 Sep 2019,Perjalanan 2 malam
181,us,,Sempurna,"10,0",19 Sep 2019,Perjalanan 3 malam
182,ch,,Sempurna,"10,0",7 Sep 2019,Perjalanan 2 malam
183,hk,,Bagus Sekali,"8,0",1 Sep 2019,Jalan-jalan keluarga 2 malam
184,jp,,Sempurna,"10,0",23 Agt 2019,Perjalanan 2 malam
185,jp,,Sempurna,"10,0",12 Agt 2019,Liburan bersama teman 2 malam
186,jp,,Bagus,"6,0",11 Agt 2019,Perjalanan 1 malam
187,us,,Sempurna,"10,0",10 Agt 2019,Perjalanan 1 malam
188,kr,,Sempurna,"10,0",16 Jul 2019,Liburan bersama teman 8 malam
189,us,,Sempurna,"10,0",18 Jul 2019,Perjalanan 4 malam
190,gb,,Sempurna,"10,0",29 Jun 2019,Perjalanan 6 malam
191,kr,,Sempurna,"10,0",2 Jun 2019,Liburan romantis 3 malam
192,us,,Sempurna,"10,0",14 Mei 2019,Liburan romantis 2 malam
193,kr,,Sempurna,"10,0",6 Mei 2019,Perjalanan bisnis 1 malam
194,jp,,Sempurna,"10,0",24 Mar 2019,Jalan-jalan keluarga 1 malam
195,au,,Sempurna,"10,0",22 Mar 2019,Perjalanan 2 malam
196,hk,,Biasa,"4,0",22 Mar 2019,Perjalanan 3 malam
197,jp,,Sempurna,"10,0",15 Mar 2019,Liburan bersama teman 1 malam
198,id,,Sempurna,"10,0",4 Feb 2019,Liburan romantis 1 malam
199,au,,Sempurna,"10,0",4 Jan 2019,Jalan-jalan keluarga 4 malam
200,us,,Bagus Sekali,"8,0",2 Jan 2019,Jalan-jalan keluarga 2 malam
201,us,,Sempurna,"10,0",22 Des 2018,Jalan-jalan keluarga 2 malam
202,us,,Bagus Sekali,"8,0",16 Nov 2018,Perjalanan 5 malam
203,jp,,Bagus Sekali,"8,0",17 Nov 2018,Perjalanan 2 malam
204,sg,,Buruk,"2,0",9 Nov 2018,Liburan romantis 4 malam
205,sg,,Bagus Sekali,"8,0",19 Okt 2018,Liburan romantis 2 malam
206,nl,,Sempurna,"10,0",3 Okt 2018,Perjalanan 4 malam
207,jp,,Bagus Sekali,"8,0",12 Sep 2018,Jalan-jalan keluarga 3 malam
208,jp,,Bagus Sekali,"8,0",8 Sep 2018,Perjalanan 6 malam
209,jp,,Bagus Sekali,"8,0",2 Sep 2018,Perjalanan 3 malam
210,pl,,Bagus Sekali,"8,0",13 Agt 2018,Liburan romantis 2 malam
211,jp,,Bagus Sekali,"8,0",28 Jul 2018,Perjalanan 2 malam
212,id,,Sempurna,"10,0",18 Jun 2018,Jalan-jalan keluarga 2 malam
213,gb,,Sempurna,"10,0",17 Jun 2018,Liburan romantis 1 malam
214,sg,,Bagus Sekali,"8,0",31 Mei 2018,Liburan bersama teman 3 malam
215,se,,Sempurna,"10,0",1 Apr 2018,Perjalanan romantis
216,se,,Sempurna,"10,0",28 Jan 2018,Perjalanan bisnis 4 malam
217,sg,,Sempurna,"10,0",20 Jan 2018,Perjalanan bisnis 1 malam
218,jp,,Bagus Sekali,"8,0",30 Des 2017,Perjalanan 2 malam
219,us,,Bagus Sekali,"8,0",24 Des 2017,Jalan-jalan keluarga 1 malam
220,sg,,Sempurna,"10,0",7 Jul 2017,Liburan romantis 1 malam
